president,speech_label,matched_title,document_date,document_type,block_idx,block_size,sentence_start,sentence_end,text,n_sentences,n_words,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,moral_vector_R5,cosine_gonye,cosine_pergel,cosine_yasa,cosine_gpy_sum_vector,delta_vector_discriminant,score_PC1,score_PC2,score_PC3,score_PC4,score_PC5,president_short
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,28,2,56,57,"I am persuaded that in removing any restraints on this traffic the Peruvian Government will promote its own best interests, while it will afford a proof of a friendly disposition toward this country, which will be duly appreciated.The treaty between the United States and His Majesty the King of the Hawaiian Islands, which has recently been made public, will, it is believed, have a beneficial effect upon the relations between the two countries.The relations between those parts of the island of St. Domingo which were formerly colonies of Spain and France, respectively, are still in an unsettled condition. The proximity of that island to the United States and the delicate questions involved in the existing controversy there render it desirable that it should be permanently and speedily adjusted.",2,128,0.0947796306757444,0.0983972071968536,0.0937185285380541,0.0973315110241859,0.0759240942942742,-0.0916784766883757,0.0696499523949722,0.0638286435955406,0.1050932742546015,0.1146893518834976,1.391304347826087,8.461478562923173e-05,0.0069608229715922,"[0.09477963067574446, 0.09839720719685366, 0.09371852853805418, 0.09733151102418598, 0.07592409429427424]",0.7815504526343827,0.8232840628040781,0.7697187787494535,0.96682333766063,-0.0004521524363786,-2.454248721537595,0.7312545481986632,-0.9669953040731176,7.2104438007103315,10.093223365796646,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,29,2,58,59,"The interests of humanity and of general commerce also demand this; and as intimations of the same sentiment have been received from other governments, it is hoped that some plan may soon be devised to effect the object in a manner likely to give general satisfaction. The Government of the United States will not fail, by the exercise of all proper friendly offices, to do all in its power to put an end to the destructive war which has raged between the different parts of the island and to secure to them both the benefits of peace and commerce.I refer you to the report of the Secretary of the Treasury for a detailed statement of the finances.The total receipts into the Treasury for the year ending 30th of June last were $47,421,748.90.",2,132,0.1030452140384731,0.1025673807039871,0.0967190919719873,0.0975768049673277,0.0821667576484313,-0.0710965612607269,-0.0336479147452306,-0.0209429220169183,-0.0193210072326165,-0.0209340789127339,2.533333333333333,7.156654983222403e-05,0.000482416135608,"[0.10304521403847314, 0.1025673807039871, 0.09671909197198734, 0.09757680496732776, 0.08216675764843132]",0.7903141679303824,0.8123857577941856,0.7568263934347497,0.9606717731643674,-0.0011447333383228,-2.9710778222915732,1.0490185230507338,-1.2024228471670222,7.729051746920685,10.69637148113059,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,30,2,60,61,"The total expenditures during the same period were $43,002,168.90. The public debt has been reduced since the last annual report from the Treasury Department $495,276.79.By the nineteenth section of the act of 28th January, 1847, the proceeds of the sales of the public lands were pledged for the interest and principal of the public debt.",2,55,0.0961307437975708,0.0839630370366442,0.0839459099219527,0.0824935584076169,0.0839857002629268,-0.1208823101892931,-0.0427115859298661,-0.0106117841478696,-0.0608573227990897,-0.0792450574425573,1.4,3.182478710622654e-05,0.0016937259848368,"[0.09613074379757088, 0.08396303703664429, 0.0839459099219527, 0.0824935584076169, 0.08398570026292689]",0.7810030559904355,0.7773062417334101,0.752552028293297,0.940750812425843,-0.0025427544192005,-3.3110906564500024,1.015820196563819,-2.143940222697455,7.744951698091463,8.929220027607679,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,31,2,62,63,"The great amount of those lands subsequently granted by Congress for military bounties will, it is believed, very nearly supply the public demand for several years to come, and but little reliance can, therefore, be placed on that hitherto fruitful source of revenue. Aside from the permanent annual expenditures, which have necessarily largely increased, a portion of the public debt, amounting to $8,075,986.59, must be provided for within the next two fiscal years.",2,73,0.1149912243087375,0.1131804331274231,0.0883605599611801,0.1012323019356247,0.0864930736851219,-0.0492602226447586,-0.0239432928041272,0.0695348416306028,0.0344975570216757,-0.0195397587637805,1.7692307692307692,0.0001785668487482,0.002345334938199,"[0.11499122430873751, 0.1131804331274231, 0.08836055996118017, 0.10123230193562473, 0.08649307368512192]",0.817587361589442,0.8208123426108842,0.7219169341861297,0.9610415113048844,-8.639098069843781e-05,-2.927144245730429,2.259102263610121,-1.6371989856117533,7.840430163021052,11.20484270883801,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,32,2,64,65,"It is most desirable that these accruing demands should be met without resorting to new loans.All experience has demonstrated the wisdom and policy of raising a large portion of revenue for the support of Government from duties on goods imported. The power to lay these duties is unquestionable, and its chief object, of course, is to replenish the Treasury.",2,59,0.0971163039869273,0.1020624170742059,0.0940952566089232,0.1160745711107872,0.0982006261432229,-0.1029688792727372,0.0767181456709777,0.0072167101281348,0.0018129586651093,0.0667027508771072,1.9,7.441670891590746e-05,0.0051258003053517,"[0.09711630398692736, 0.10206241707420595, 0.09409525660892323, 0.11607457111078727, 0.09820062614322293]",0.7413266938671607,0.8253548926578941,0.7938269169254794,0.9611451816997,0.0004041602398634,-2.438872141899503,1.18769266853371,-2.583204746684501,9.5414904304522,11.516844511245774,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,33,2,66,67,"But if in doing this an incidental advantage may be gained by encouraging the industry of our own citizens, it is our duty to avail ourselves of that advantage.A duty laid upon an article which can not be produced in this country, such as tea or coffee, adds to the cost of the article, and is chiefly or wholly paid by the consumer. But a duty laid upon an article which may be produced here stimulates the skill and industry of our own country to produce the same article, which is brought into the market in competition with the foreign article, and the importer is thus compelled to reduce his price to that at which the domestic article can be sold, thereby throwing a part of the duty upon the producer of the foreign article.",2,135,0.1179755732060055,0.1449893652241551,0.1418626412134142,0.1316938210000527,0.1110544974040788,-0.0264232084981505,0.0108756027235293,0.0053533080021463,0.0583505506405884,0.0595797630321964,1.7777777777777777,0.0002176540025606,0.0013695619217802,"[0.11797557320600559, 0.1449893652241551, 0.1418626412134142, 0.1316938210000527, 0.11105449740407884]",0.7518936927775292,0.8307626671544477,0.7756469016316911,0.9602835216793242,0.0019319868084568,-3.8944910708433427,1.0026554721357361,-0.37760016881662395,11.501258082606798,16.045535844199815,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,34,2,68,69,"The continuance of this process creates the skill and invites the capital which finally enable us to produce the article much cheaper than it could have been procured from abroad, thereby benefiting both the producer and the consumer at home. The consequence of this is that the artisan and the agriculturist are brought together, each affords a ready market for the produce of the other, the whole country becomes prosperous, and the ability to produce every necessary of life renders us independent in war as well as in peace.A high tariff can never be permanent.",2,95,0.1250272477456609,0.1131016881896566,0.1054332087924764,0.1027251364254442,0.0815024702871646,-0.0723803872310879,-0.0310205828455623,-0.0175255150112592,-0.038470582371795,0.087672159176739,1.5333333333333334,0.0002556670094787,0.0036614603503267,"[0.12502724774566099, 0.11310168818965663, 0.10543320879247645, 0.10272513642544424, 0.08150247028716469]",0.8254604992120131,0.7991659158482667,0.7307576724835049,0.9589165562041568,-0.0029273482173536,-3.5517768263969223,1.3687849525933447,-0.8926604426698765,7.245512038844032,12.13380522221081,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,35,2,70,71,"It will cause dissatisfaction, and will be changed. It excludes competition, and thereby invites the investment of capital in manufactures to such excess that when changed it brings distress, bankruptcy, and ruin upon all who have been misled by its faithless protection.",2,42,0.1001372507803771,0.124634258780635,0.083382382367137,0.0834258458722625,0.0610079507075332,-0.234893473644003,-0.0119384672364672,-0.0150141489929304,-0.0646353469387755,-0.0862851805337519,0.6363636363636364,0.000557126949028,0.0082726250012705,"[0.10013725078037716, 0.12463425878063508, 0.08338238236713709, 0.08342584587226252, 0.06100795070753322]",0.8462553464588747,0.8568973672637998,0.6651443668513876,0.964486080397018,0.0038945114822733,-2.0692913020937302,2.429448892383567,0.8468383977561591,5.665733999366666,9.593249480263498,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,36,2,72,73,"What the manufacturer wants is uniformity and permanency, that he may feel a confidence that he is not to be ruined by sudden exchanges. But to make a tariff uniform and permanent it is not only necessary that the laws should not be altered, but that the duty should not fluctuate.",2,51,0.1494086932821555,0.1153864854575612,0.1805927748521961,0.1394992084795992,0.1130084046836019,-0.0281453700164569,-0.0092841448861519,-0.027203310610619,0.0248923701298701,0.0743408848814021,1.4285714285714286,0.000767508314906,0.0018812841547876,"[0.14940869328215559, 0.11538648545756128, 0.18059277485219613, 0.13949920847959926, 0.11300840468360196]",0.7434147862992162,0.7385576303702678,0.8111056598121796,0.9333191861735264,-0.0145235875208721,-6.200152579584255,-1.9524213845909095,-0.9954309327605575,10.9300584019592,18.121052792193808,Fillmore
Millard Fillmore,First Annual Message,First Annual Message,1850-12-02,Written,37,2,74,75,To effect this all duties should be specific wherever the nature of the article is such as to admit of it. Ad valorem duties fluctuate with the price and offer strong temptations to fraud and perjury.,2,36,0.0941593717829014,0.1165500606433024,0.091744273233622,0.1225532862373922,0.1224260836834203,-0.068061299609976,0.0568379987468671,0.0766466679671868,0.0353343576923077,0.0274970333333334,1.6666666666666667,0.0002344437718455,0.0031130893489249,"[0.09415937178290143, 0.1165500606433024, 0.091744273233622, 0.12255328623739226, 0.12242608368342031]",0.7091923273693448,0.8338333741980354,0.7778636011250775,0.9451436979504771,0.0038966986136694,-2.672655302232302,2.398587884438733,-3.591009384209335,12.369680738773827,12.487982668314356,Fillmore
